transaction_id,amount,payment_method,failure_reason,previous_attempts,customer_successful_payments,customer_failed_payments,hours_since_failure,recovery_probability_true,recovered,recovery_status
TXN100958,2660.16,Card,card_declined,0,11,1,52.1,0.49,0,Unrecovered
TXN100959,11122.64,NetBanking,network_error,1,14,4,23.1,0.604,0,Unrecovered
TXN100960,1424.5,UPI,network_error,0,12,5,65.2,0.605,0,Unrecovered
TXN100961,9126.25,UPI,bank_timeout,0,17,2,9.2,0.854,1,Recovered
TXN100962,3830.41,NetBanking,upi_timeout,2,14,1,12.9,0.7,1,Recovered
TXN100963,5960.96,UPI,card_declined,0,10,2,35.5,0.473,0,Unrecovered
TXN100964,4471.96,Card,bank_timeout,0,18,5,6.0,0.795,1,Recovered
TXN100965,5463.31,Card,upi_timeout,0,2,0,14.2,0.709,0,Unrecovered
TXN100966,10841.6,UPI,bank_timeout,2,6,3,68.0,0.355,0,Unrecovered
TXN100967,4596.7,UPI,authentication_failed,2,13,1,70.3,0.11,0,Unrecovered
TXN100968,8582.36,UPI,bank_timeout,1,13,4,27.2,0.629,0,Unrecovered
TXN100969,7245.02,UPI,network_error,2,12,0,66.5,0.57,1,Recovered
TXN100970,10022.0,UPI,upi_timeout,0,11,1,39.3,0.644,1,Recovered
TXN100971,14065.02,NetBanking,card_declined,1,8,0,19.5,0.443,0,Unrecovered
TXN100972,11041.8,UPI,card_declined,0,0,4,50.6,0.2,1,Recovered
TXN100973,3380.33,Card,upi_timeout,0,18,1,47.5,0.725,0,Unrecovered
TXN100974,660.54,UPI,network_error,1,10,5,71.2,0.495,0,Unrecovered
TXN100975,4080.77,Wallet,insufficient_funds,2,18,5,19.2,0.169,0,Unrecovered
TXN100976,9006.75,UPI,bank_timeout,0,17,4,48.4,0.65,1,Recovered
TXN100977,960.15,UPI,network_error,0,11,2,3.8,0.846,0,Unrecovered
TXN100978,7545.72,NetBanking,authentication_failed,0,0,4,8.3,0.159,0,Unrecovered
TXN100979,9032.87,NetBanking,upi_timeout,0,18,2,0.4,0.898,1,Recovered
TXN100980,5146.14,UPI,bank_timeout,2,19,1,72.0,0.565,0,Unrecovered
TXN100981,11609.27,NetBanking,card_declined,1,16,2,57.8,0.37,0,Unrecovered
TXN100982,1776.76,Card,insufficient_funds,1,4,1,56.7,0.105,0,Unrecovered
TXN100983,1311.11,Card,authentication_failed,2,2,1,36.7,0.05,0,Unrecovered
TXN100984,10976.92,UPI,card_declined,0,1,3,21.7,0.332,0,Unrecovered
TXN100985,7532.77,UPI,upi_timeout,1,2,1,11.0,0.62,1,Recovered
TXN100986,10388.04,Card,bank_timeout,0,7,2,20.6,0.652,0,Unrecovered
TXN100987,6634.88,Card,upi_timeout,1,15,3,27.1,0.66,1,Recovered
TXN100988,3846.0,UPI,bank_timeout,3,5,3,54.5,0.31,0,Unrecovered
TXN100989,12322.53,Card,network_error,2,12,1,38.9,0.5,0,Unrecovered
TXN100990,12031.15,NetBanking,insufficient_funds,0,15,4,5.7,0.372,0,Unrecovered
TXN100991,10481.2,UPI,network_error,2,15,4,1.4,0.633,1,Recovered
TXN100992,4227.02,Card,network_error,0,2,5,7.5,0.618,0,Unrecovered
TXN100993,8935.0,UPI,upi_timeout,0,12,3,29.6,0.707,0,Unrecovered
TXN100994,5541.77,NetBanking,insufficient_funds,0,13,1,67.2,0.32,0,Unrecovered
TXN100995,1554.51,Card,bank_timeout,0,7,4,45.9,0.555,0,Unrecovered
TXN100996,13776.16,Wallet,bank_timeout,1,11,1,57.8,0.56,1,Recovered
TXN100997,2224.05,UPI,authentication_failed,1,7,1,33.6,0.132,1,Recovered
TXN100998,14263.46,UPI,card_declined,2,8,3,26.1,0.254,0,Unrecovered
TXN100999,6800.33,UPI,authentication_failed,1,0,5,7.9,0.056,0,Unrecovered
