transaction_id,amount,payment_method,failure_reason,previous_attempts,recovery_probability,recommended_action,diagnosis,decision_reason,recovered,recovered_amount,simulation_note
TXN100769,12354.43,UPI,card_declined,1,0.166,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100770,1836.46,Card,upi_timeout,3,0.253,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100771,12727.34,NetBanking,network_error,2,0.33,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100772,2085.96,NetBanking,card_declined,0,0.199,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100773,6079.25,Wallet,bank_timeout,1,0.803,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6079.25,Synthetic outcome; no real payment was processed.
TXN100774,11999.77,NetBanking,upi_timeout,0,0.601,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100775,2417.93,UPI,network_error,0,0.367,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,2417.93,Synthetic outcome; no real payment was processed.
TXN100776,3592.15,Card,bank_timeout,1,0.449,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,3592.15,Synthetic outcome; no real payment was processed.
TXN100777,10889.06,UPI,bank_timeout,2,0.299,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100778,10856.26,UPI,bank_timeout,2,0.206,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100779,9688.63,NetBanking,bank_timeout,0,0.778,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100780,10470.13,UPI,card_declined,1,0.275,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100781,8231.86,Wallet,authentication_failed,0,0.117,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100782,3925.88,Card,card_declined,3,0.119,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100783,5315.65,Card,card_declined,3,0.175,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100784,2886.83,Card,network_error,1,0.431,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,2886.83,Synthetic outcome; no real payment was processed.
TXN100785,13644.98,NetBanking,network_error,2,0.663,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100786,8833.78,Card,authentication_failed,1,0.203,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100787,6132.0,Card,network_error,1,0.831,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,6132.0,Synthetic outcome; no real payment was processed.
TXN100788,7037.15,UPI,insufficient_funds,0,0.336,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100789,14219.74,Card,authentication_failed,1,0.228,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100790,2468.75,UPI,network_error,1,0.727,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,2468.75,Synthetic outcome; no real payment was processed.
TXN100791,8875.79,Card,authentication_failed,1,0.567,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100792,7686.66,Card,card_declined,0,0.278,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100793,9249.13,Card,card_declined,3,0.114,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100794,467.05,UPI,authentication_failed,0,0.185,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,467.05,Synthetic outcome; no real payment was processed.
TXN100795,13107.31,UPI,insufficient_funds,1,0.145,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100796,13995.28,Card,insufficient_funds,1,0.224,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100797,8563.54,UPI,authentication_failed,1,0.636,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100798,10510.13,UPI,network_error,1,0.514,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100799,13852.91,UPI,upi_timeout,0,0.743,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100800,10666.84,Wallet,insufficient_funds,0,0.102,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100801,2456.73,Card,bank_timeout,1,0.601,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2456.73,Synthetic outcome; no real payment was processed.
TXN100802,8728.64,UPI,card_declined,1,0.483,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100803,9178.99,UPI,authentication_failed,0,0.109,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100804,6476.56,UPI,bank_timeout,1,0.721,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6476.56,Synthetic outcome; no real payment was processed.
TXN100805,11099.11,NetBanking,authentication_failed,1,0.114,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100806,14028.57,Card,card_declined,1,0.153,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100807,13898.34,UPI,card_declined,2,0.536,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100808,6871.87,UPI,insufficient_funds,0,0.141,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100809,1875.04,UPI,insufficient_funds,0,0.265,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1875.04,Synthetic outcome; no real payment was processed.
TXN100810,14775.63,Card,bank_timeout,2,0.111,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100811,12615.53,NetBanking,authentication_failed,1,0.088,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100812,2044.13,UPI,card_declined,1,0.379,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,2044.13,Synthetic outcome; no real payment was processed.
TXN100813,13828.38,UPI,bank_timeout,2,0.713,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100814,13074.34,UPI,upi_timeout,2,0.676,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100815,7878.32,Wallet,bank_timeout,3,0.225,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100816,8950.47,UPI,network_error,1,0.288,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100817,6104.64,NetBanking,bank_timeout,1,0.772,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6104.64,Synthetic outcome; no real payment was processed.
TXN100818,1009.53,Card,network_error,0,0.77,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,1009.53,Synthetic outcome; no real payment was processed.
TXN100819,5160.25,UPI,network_error,0,0.506,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,5160.25,Synthetic outcome; no real payment was processed.
TXN100820,12082.03,UPI,network_error,1,0.448,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100821,267.56,UPI,upi_timeout,0,0.231,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100822,5135.12,Card,bank_timeout,2,0.776,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5135.12,Synthetic outcome; no real payment was processed.
TXN100823,6092.29,NetBanking,bank_timeout,1,0.691,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6092.29,Synthetic outcome; no real payment was processed.
TXN100824,8152.99,Card,upi_timeout,1,0.593,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100825,13813.78,Card,card_declined,0,0.553,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100826,5325.27,UPI,insufficient_funds,0,0.127,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100827,5334.25,Wallet,bank_timeout,0,0.858,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5334.25,Synthetic outcome; no real payment was processed.
TXN100828,11114.76,NetBanking,insufficient_funds,0,0.114,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100829,6892.28,UPI,authentication_failed,0,0.052,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100830,3523.38,Wallet,authentication_failed,1,0.067,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100831,6895.56,Card,upi_timeout,2,0.626,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6895.56,Synthetic outcome; no real payment was processed.
TXN100832,2283.82,Card,authentication_failed,2,0.137,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100833,2809.7,Card,authentication_failed,1,0.699,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,2809.7,Synthetic outcome; no real payment was processed.
TXN100834,7575.34,NetBanking,card_declined,0,0.24,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100835,6399.52,Card,card_declined,2,0.598,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100836,13739.63,UPI,card_declined,2,0.249,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100837,5562.79,UPI,authentication_failed,0,0.114,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100838,8792.29,Wallet,upi_timeout,1,0.744,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,8792.29,Synthetic outcome; no real payment was processed.
TXN100839,9557.14,UPI,network_error,0,0.402,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100840,392.81,UPI,network_error,2,0.378,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,392.81,Synthetic outcome; no real payment was processed.
TXN100841,10020.02,UPI,insufficient_funds,3,0.048,STOP,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100842,2834.11,UPI,network_error,0,0.845,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,2834.11,Synthetic outcome; no real payment was processed.
TXN100843,14423.8,Card,network_error,2,0.319,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100844,2399.36,Wallet,card_declined,1,0.207,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100845,6335.85,UPI,card_declined,3,0.131,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100846,1462.26,UPI,authentication_failed,1,0.039,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100847,14953.74,UPI,insufficient_funds,2,0.71,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100848,7631.99,NetBanking,bank_timeout,0,0.631,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7631.99,Synthetic outcome; no real payment was processed.
TXN100849,9011.29,Card,insufficient_funds,0,0.214,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100850,1191.8,UPI,insufficient_funds,0,0.249,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1191.8,Synthetic outcome; no real payment was processed.
TXN100851,11299.16,NetBanking,upi_timeout,3,0.303,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100852,3305.81,NetBanking,authentication_failed,2,0.089,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100853,13491.1,NetBanking,upi_timeout,2,0.392,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100854,3235.27,Wallet,insufficient_funds,3,0.078,STOP,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100855,3021.37,UPI,insufficient_funds,0,0.199,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100856,739.97,NetBanking,insufficient_funds,0,0.296,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,739.97,Synthetic outcome; no real payment was processed.
TXN100857,7186.06,Card,network_error,0,0.698,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,7186.06,Synthetic outcome; no real payment was processed.
TXN100858,8559.21,NetBanking,upi_timeout,0,0.864,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,8559.21,Synthetic outcome; no real payment was processed.
TXN100859,1171.55,Card,insufficient_funds,0,0.659,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1171.55,Synthetic outcome; no real payment was processed.
TXN100860,11677.58,NetBanking,card_declined,1,0.158,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100861,6908.13,Card,authentication_failed,0,0.141,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100862,7960.5,UPI,authentication_failed,0,0.056,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100863,6722.73,Card,card_declined,0,0.603,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,6722.73,Synthetic outcome; no real payment was processed.
TXN100864,6130.69,Wallet,authentication_failed,0,0.137,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100865,8482.24,Wallet,network_error,3,0.273,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100866,2496.71,UPI,network_error,2,0.323,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100867,2891.72,UPI,bank_timeout,3,0.467,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100868,12954.29,UPI,bank_timeout,0,0.263,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100869,14202.45,Card,bank_timeout,0,0.577,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100870,5724.35,NetBanking,authentication_failed,2,0.067,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100871,4206.29,UPI,network_error,0,0.561,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,4206.29,Synthetic outcome; no real payment was processed.
TXN100872,9730.84,Card,network_error,0,0.343,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100873,6248.67,NetBanking,network_error,0,0.775,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,6248.67,Synthetic outcome; no real payment was processed.
TXN100874,574.74,Card,card_declined,0,0.604,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,574.74,Synthetic outcome; no real payment was processed.
TXN100875,2510.21,Card,network_error,0,0.802,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,2510.21,Synthetic outcome; no real payment was processed.
TXN100876,10796.1,Card,card_declined,0,0.281,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100877,9951.73,Card,bank_timeout,1,0.816,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9951.73,Synthetic outcome; no real payment was processed.
TXN100878,600.05,UPI,bank_timeout,0,0.61,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,600.05,Synthetic outcome; no real payment was processed.
TXN100879,3484.41,Card,authentication_failed,0,0.526,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100880,3619.14,Card,bank_timeout,2,0.279,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100881,10143.68,NetBanking,authentication_failed,0,0.077,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100882,490.74,Card,insufficient_funds,0,0.216,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,490.74,Synthetic outcome; no real payment was processed.
TXN100883,1739.91,NetBanking,insufficient_funds,2,0.202,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100884,12038.56,UPI,upi_timeout,0,0.287,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100885,2841.64,Card,authentication_failed,0,0.342,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100886,9860.3,UPI,upi_timeout,1,0.705,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100887,3724.34,UPI,upi_timeout,0,0.356,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,3724.34,Synthetic outcome; no real payment was processed.
TXN100888,1670.83,Card,insufficient_funds,1,0.215,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1670.83,Synthetic outcome; no real payment was processed.
TXN100889,3798.19,Wallet,authentication_failed,2,0.07,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100890,10889.27,UPI,insufficient_funds,0,0.331,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100891,12864.16,UPI,upi_timeout,1,0.243,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100892,12487.08,NetBanking,authentication_failed,1,0.733,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100893,6077.71,UPI,upi_timeout,0,0.594,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100894,10087.33,Card,network_error,1,0.664,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100895,3232.97,Card,authentication_failed,0,0.316,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,3232.97,Synthetic outcome; no real payment was processed.
TXN100896,4537.88,Card,authentication_failed,1,0.119,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100897,13465.67,UPI,upi_timeout,0,0.281,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100898,391.44,UPI,network_error,1,0.824,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,391.44,Synthetic outcome; no real payment was processed.
TXN100899,1464.61,NetBanking,card_declined,0,0.667,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,1464.61,Synthetic outcome; no real payment was processed.
TXN100900,3275.92,Card,insufficient_funds,2,0.041,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100901,591.7,UPI,upi_timeout,0,0.391,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,591.7,Synthetic outcome; no real payment was processed.
TXN100902,2884.43,NetBanking,authentication_failed,0,0.208,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100903,8828.6,UPI,insufficient_funds,1,0.161,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100904,6436.5,Card,insufficient_funds,1,0.305,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100905,13411.43,UPI,insufficient_funds,1,0.11,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100906,12297.98,Wallet,card_declined,1,0.388,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
