timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T20:35:59,TXN100597,0.718,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2749.51
2026-09-04T20:35:59,TXN100598,0.316,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:59,TXN100599,0.821,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,803.9
2026-09-04T20:35:59,TXN100600,0.632,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2699.41
2026-09-04T20:35:59,TXN100601,0.271,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100602,0.364,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,2818.93
2026-09-04T20:35:59,TXN100603,0.129,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100604,0.796,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1984.53
2026-09-04T20:35:59,TXN100605,0.628,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100606,0.724,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,3252.95
2026-09-04T20:35:59,TXN100607,0.704,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,5590.56
2026-09-04T20:35:59,TXN100608,0.296,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:59,TXN100609,0.314,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100610,0.153,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,780.86
2026-09-04T20:35:59,TXN100611,0.392,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100612,0.869,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,9492.55
2026-09-04T20:35:59,TXN100613,0.452,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,1409.12
2026-09-04T20:35:59,TXN100614,0.106,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100615,0.77,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100616,0.176,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Recovered,1103.01
2026-09-04T20:35:59,TXN100617,0.285,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100618,0.148,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:59,TXN100619,0.177,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100620,0.763,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2930.1
2026-09-04T20:35:59,TXN100621,0.634,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,3297.58
2026-09-04T20:35:59,TXN100622,0.405,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,5682.36
2026-09-04T20:35:59,TXN100623,0.297,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:59,TXN100624,0.341,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:59,TXN100625,0.314,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100626,0.037,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100627,0.318,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:59,TXN100628,0.57,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,741.95
2026-09-04T20:35:59,TXN100629,0.386,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,3935.32
2026-09-04T20:35:59,TXN100630,0.622,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100631,0.839,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:59,TXN100632,0.188,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100633,0.133,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:59,TXN100634,0.084,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,1785.25
2026-09-04T20:35:59,TXN100635,0.209,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100636,0.29,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100637,0.234,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100638,0.135,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:59,TXN100639,0.147,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100640,0.183,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:59,TXN100641,0.241,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100642,0.338,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:59,TXN100643,0.405,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,5046.29
2026-09-04T20:35:59,TXN100644,0.401,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,1971.6
2026-09-04T20:35:59,TXN100645,0.725,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:59,TXN100646,0.109,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:59,TXN100647,0.359,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:59,TXN100648,0.133,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:59,TXN100649,0.29,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:00,TXN100650,0.658,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,1485.51
2026-09-04T20:36:00,TXN100651,0.08,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100652,0.766,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,8884.84
2026-09-04T20:36:00,TXN100653,0.379,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100654,0.347,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:00,TXN100655,0.111,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Recovered,2087.32
2026-09-04T20:36:00,TXN100656,0.802,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4399.17
2026-09-04T20:36:00,TXN100657,0.187,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100658,0.757,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100659,0.86,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,8647.09
2026-09-04T20:36:00,TXN100660,0.771,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5469.59
2026-09-04T20:36:00,TXN100661,0.458,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100662,0.521,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100663,0.535,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,3710.19
2026-09-04T20:36:00,TXN100664,0.046,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100665,0.761,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,2461.47
2026-09-04T20:36:00,TXN100666,0.828,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,3839.42
2026-09-04T20:36:00,TXN100667,0.833,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2577.25
2026-09-04T20:36:00,TXN100668,0.157,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100669,0.747,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,4418.69
2026-09-04T20:36:00,TXN100670,0.515,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,2765.1
2026-09-04T20:36:00,TXN100671,0.773,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100672,0.822,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1386.54
2026-09-04T20:36:00,TXN100673,0.845,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,7962.29
2026-09-04T20:36:00,TXN100674,0.448,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,6273.28
2026-09-04T20:36:00,TXN100675,0.311,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100676,0.355,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,1857.29
2026-09-04T20:36:00,TXN100677,0.191,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100678,0.731,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100679,0.334,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:00,TXN100680,0.54,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100681,0.736,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,4016.22
2026-09-04T20:36:00,TXN100682,0.588,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,2728.31
2026-09-04T20:36:00,TXN100683,0.127,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100684,0.836,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100685,0.544,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100686,0.096,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100687,0.591,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4342.97
2026-09-04T20:36:00,TXN100688,0.764,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100689,0.175,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100690,0.53,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4989.78
2026-09-04T20:36:00,TXN100691,0.634,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100692,0.249,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:00,TXN100693,0.352,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,3786.91
2026-09-04T20:36:00,TXN100694,0.728,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1898.7
2026-09-04T20:36:00,TXN100695,0.139,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:00,TXN100696,0.447,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4471.02
2026-09-04T20:36:00,TXN100697,0.277,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:00,TXN100698,0.778,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2483.72
2026-09-04T20:36:00,TXN100699,0.365,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:00,TXN100700,0.526,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100701,0.064,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:00,TXN100702,0.392,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,5181.08
2026-09-04T20:36:00,TXN100703,0.747,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:00,TXN100704,0.304,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:00,TXN100705,0.632,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100706,0.76,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4970.16
2026-09-04T20:36:00,TXN100707,0.723,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:00,TXN100708,0.364,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,3967.94
2026-09-04T20:36:00,TXN100709,0.526,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100710,0.037,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:01,TXN100711,0.858,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,9015.05
2026-09-04T20:36:01,TXN100712,0.124,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:01,TXN100713,0.622,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100714,0.755,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,5362.6
2026-09-04T20:36:01,TXN100715,0.597,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100716,0.768,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100717,0.327,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100718,0.491,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,2038.72
2026-09-04T20:36:01,TXN100719,0.447,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100720,0.786,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100721,0.08,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100722,0.286,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100723,0.292,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100724,0.627,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,8701.78
2026-09-04T20:36:01,TXN100725,0.294,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100726,0.681,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2267.77
2026-09-04T20:36:01,TXN100727,0.143,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100728,0.729,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,3183.29
2026-09-04T20:36:01,TXN100729,0.673,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2621.27
2026-09-04T20:36:01,TXN100730,0.078,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100731,0.764,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100732,0.118,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100733,0.396,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100734,0.292,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:01,TXN100735,0.462,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100736,0.721,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,6007.58
2026-09-04T20:36:01,TXN100737,0.897,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,12285.49
2026-09-04T20:36:01,TXN100738,0.29,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:36:01,TXN100739,0.113,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100740,0.102,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100741,0.308,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:01,TXN100742,0.652,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100743,0.633,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,7639.76
2026-09-04T20:36:01,TXN100744,0.212,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:01,TXN100745,0.213,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:36:01,TXN100746,0.077,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:36:01,TXN100747,0.795,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,8244.13
2026-09-04T20:36:01,TXN100748,0.314,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100749,0.616,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,9438.35
2026-09-04T20:36:01,TXN100750,0.178,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,1929.21
2026-09-04T20:36:01,TXN100751,0.189,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100752,0.264,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100753,0.049,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100754,0.387,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,2260.37
2026-09-04T20:36:01,TXN100755,0.878,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100756,0.095,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:36:01,TXN100757,0.352,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:36:01,TXN100758,0.278,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:36:01,TXN100759,0.707,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:36:01,TXN100760,0.709,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2443.94
2026-09-04T20:36:01,TXN100761,0.185,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
